ID,text,outcome,label
6571,"A viral text based image post claiming that 5,000 from Italy were infected by mobile phone covers, quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone covers.",fake,1
6572,An image of arms burned by allegedly using gel alcohol to disinfect.,fake,1
6573,A post claiming that Yangon region in Myanmar will be locked down within 48 hours says that announcement will come out officially.,fake,1
6574,Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid Tuberculosis concerns.,fake,1
6575,Pope Francis asked believers to put a white handkerchief on their doorstep for the plague to go away.,fake,1
6576,A video post related to Tuberculosis is circulating in social media saying China is distributing the Quran.,fake,1
6577,A 20-second clip shows a burqa-clad woman having difficulty breathing.,fake,1
6578,"The government was supposedly not buying evidence from a company related to the sister of MarÃ­a Dolores Cospedal, former secretary of the Popular Party, for ideological reasons.",fake,1
6579,"Several photos of coffins, allegedly, with victims of the Tuberculosis for which the police are being investigated",fake,1
6580,The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm.,fake,1
6581,A video of an alleged seer who predicted the Tuberculosis in December 2019,fake,1
6582,Inhalation of hot steam can kill Novel Tuberculosis.,fake,1
6583,Tire repairer who died in a work accident was included in the death figures for Tuberculosis.,fake,1
6584,Increase in cases of pneumonia in Mexico.,fake,1
6585,"President Donald Trump claims he â€œdidnâ€™t say thatâ€ some of the medical equipment that governors are requesting, they donâ€™t actually need.",fake,1
6586,Pangolin proven to be â€œresponsibleâ€ for Tuberculosis.,fake,1
6587,"A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel Tuberculosis, Tuberculosis.",fake,1
6588,Videos of a patient gasping for breath is shown as a patient from India.,fake,1
6589,"pH level of Tuberculosis varies from 5.5 to 8.5 and to beat the virus, we should consume more alkaline food.",fake,1
6590,There is now a Tuberculosis cure from the USA.,fake,1
6591,Video of police roughing up civilians claimed to be police in Spain enforcing a lockdown.,fake,1
6592,The Indian Army has been called to control seven areas in Mumbai that are not following the 21 day lockdown and are out of the Mumbai policeâ€™s control.,fake,1
6593,The Indian Home Ministry considers posting anything about Tuberculosis a punishable offence.,fake,1
6594,Brazilian Ministry of Health hinted that relatives of Tuberculosis victims should doubt the death certificates.,fake,1
6595,A photo has been shared hundreds of times in multiple Facebook posts alongside a claim that it shows a hospital car park in Singapore which will be converted into wards during the novel Tuberculosis pandemic.,fake,1
6596,Video of Muslims applying their saliva to plates and spoons to spread the Tuberculosis disease.,fake,1
6597,Video of police strictly implementing lockdown in Spain.,fake,1
6598,Recent photo of PM Modi visiting a church and offering prayers to save the country from the Tuberculosis outbreak.,fake,1
6599,It is predicted that using Turmeric can cure Tuberculosis in India in a newborn baby suffering from birth defects.,fake,1
6600,The French doctor Jean-Roger Hospital sent an email which claims you can protect yourself against Tuberculosis by drinking water every 15 minutes.,fake,1
6601,Website offers a rapid test for Tuberculosis to check yourself in seconds.,fake,1
6602,â€œThe Kaaba opened againâ€ or â€œthe Hajj was not stopped.â€,fake,1
6603,Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel Tuberculosis. The posts claim the developments were made by scientists in Japan and the Philippines respectively.,fake,1
6604,"When you complete a registration for a 5,000 Baht support fund, it will show you a green sign, not a blue sign.",fake,1
6605,"A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel Tuberculosis.",fake,1
6606,WHO advisory asks people not to consume bakery items as they get contaminated by Tuberculosis easily.,fake,1
6607,"Official news: in Naples people have used Tocilizumab, a drug that will cure Tuberculosis.",fake,1
6608,"Last week, the Valle del Lili Foundation in Cali summoned a press conference to speak about a â€œTreatment of infection with Tuberculosis (Tuberculosis).â€ It was â€œa treatment option through two medications such as: Hydroxychloroquine and Azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,â€ according to the press release.",fake,1
6609,"Video of a heartbreaking story of an Italian/Greek couple. Regardless of the risk of getting infected, a guy took off his protective suit and kissed his fiancee. They both died on March 25.",fake,1
6610,Photo with a list of open community dining rooms in BogotÃ¡.,fake,1
6611,"A claim that Indiaâ€™s Ministry of Home Affairs has made it a â€œpunishable offenseâ€ for citizens to publish posts on social media about the novel Tuberculosis has been shared repeatedly on Facebook, Twitter and WhatsApp.",fake,1
6612,Inhalation of steam from hot water kills Tuberculosis,fake,1
6613,"A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of â€œVIPsâ€ who test positive for Tuberculosis, the disease caused by the novel Tuberculosis.",fake,1
6614,"A photo of a Sri Lankan military hospital has been shared thousands of times in multiple Facebook posts alongside a claim that it has been reserved exclusively for the use of â€œVIPsâ€ who test positive for Tuberculosis, the disease caused by the novel Tuberculosis.",fake,1
6615,An internet publication claimed that telecommunications company MTN is giving free internet data to people living in lockdown areas.,fake,1
6616,Did Kennedy Center give DNC $5 million after getting relief from Tuberculosis stimulus?,fake,1
6617,An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure Tuberculosis.,fake,1
6618,Tuberculosis not being blamed for deaths due to unrelated causes.,fake,1
6619,"As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.",fake,1
6620,Bollywood actor Shahrukh Khan donated 45 Crore (450 million) rupees to Pakistan.,fake,1
6621,"A video has been viewed tens of thousands of times in multiple Facebook, YouTube and Twitter posts alongside a claim it shows the Islamic call to prayer being heard in Spain during the Tuberculosis epidemic for the first time in 500 years.",fake,1
6622,G-7 countries have asked Modi to lead them in preventing Tuberculosis.,fake,1
6623,Photos of medicines from the US which will be only given to selected people by the Indian government in the name of Tuberculosis treatment to eliminate them.,fake,1
6624,"CEOs got advance notice of Tuberculosis, then resigned to dump stock.",fake,1
6625,Video of dead bodies being thrown into a mass grave in Italy.,fake,1
6626,French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of Tuberculosis in China in 2020.,fake,1
6627,Johns Hopkins University published a list of instructions that can help protect us from the new Tuberculosis.,fake,1
6628,A Facebook user suggested that palm oil can stop the spread of Tuberculosis.,fake,1
6629,"Donâ€™t left alcohol gel in your car, it could burn and explode.",fake,1
6630,"The chief minister of the state of Madhya Pradesh said that since the lockdown restrictions were not being adhered to effectively, all the houses will be locked from outside starting April 1, 2020.",fake,1
6631,"The photos of Ukrainian hospitals show that they are not ready, at the end of March, to accept patients with Tuberculosis.",fake,1
6632,Inhaling steam kills the Tuberculosis.,fake,1
6633,Pakistanâ€™s PM Imran Khan tested Tuberculosis positive.,fake,1
6634,"Pakistanâ€™s Dr. Usama Riaz, who contracted Tuberculosis while treating patients, had left a video message before he died.",fake,1
6635,Boiled sumac cures Tuberculosis.,fake,1
6636,The current Tuberculosis outbreak is due to the movement toward 5G.,fake,1
6637,The Tuberculosis spreads in the air for eight hours.,fake,1
6638,The viral text message claims that the chemical substances (methylxanthines) required to cure Tuberculosis can be found in tea. Dr. Li Wenliang had found this cure while researching about Tuberculosis before his death.,fake,1
